date,mounts,downlink_length
2017/11/23 18:01,134373,128473
2017/11/23 18:02,75823,127005
2017/11/23 18:03,111210,109268
2017/11/23 18:04,17176,21171
2017/11/23 18:05,96605,134920
2017/11/23 18:06,69727,154953
2017/11/23 18:07,55056,142890
2017/11/23 18:08,107552,85439
2017/11/23 18:09,18427,56576
2017/11/23 18:10,18387,29164
2017/11/23 18:11,83109,190718
2017/11/23 18:12,95325,112854
2017/11/23 18:13,85584,78471
2017/11/23 18:14,31836,93153
2017/11/23 18:15,91652,37043
2017/11/23 18:16,77045,105789
2017/11/23 18:17,173436,168837
2017/11/23 18:18,91674,53627
2017/11/23 18:19,41628,57700
2017/11/23 18:20,90476,71912
2017/11/23 18:21,111200,20915
2017/11/23 18:22,45225,80504
2017/11/23 18:23,61129,50687
2017/11/23 18:24,103841,146932
2017/11/23 18:25,83122,96266
2017/11/23 18:26,161214,104954
2017/11/23 18:27,189274,100591
2017/11/23 18:28,139225,163637
2017/11/23 18:29,37927,38030
2017/11/23 18:30,116039,119692
2017/11/23 18:31,94106,151213
2017/11/23 18:32,140457,76966
2017/11/23 18:33,98973,67966
2017/11/23 18:34,128270,153465
2017/11/23 18:35,87951,95638
2017/11/23 18:36,106272,150220
2017/11/23 18:37,78197,98625
2017/11/23 18:38,9847,17097
2017/11/23 18:39,79408,68383
2017/11/23 18:40,74552,72750
2017/11/23 18:41,106279,73663
2017/11/23 18:42,45220,153601
2017/11/23 18:43,87943,29934
2017/11/23 18:44,34260,79459
2017/11/23 18:45,98933,20066
2017/11/23 18:46,36683,138048
2017/11/23 18:47,3716,7241
2017/11/23 18:48,49,21584
2017/11/23 18:49,78239,59167
2017/11/23 18:50,52612,50850
2017/11/23 18:51,15992,61912
2017/11/23 18:52,101370,123449
2017/11/23 18:53,37921,106909
2017/11/23 18:54,45230,72673
2017/11/23 18:55,53817,88163
2017/11/23 18:56,30582,143792
2017/11/23 18:57,37947,21368
2017/11/23 18:58,14725,87372
2017/11/23 18:59,113574,29996
2017/11/23 19:00,130667,56219
2017/11/23 19:01,42799,62272
2017/11/23 19:02,96519,72045
2017/11/23 19:03,112390,36153
2017/11/23 19:04,20818,67380
2017/11/23 19:05,55003,121063
2017/11/23 19:06,25699,32738
2017/11/23 19:07,31792,47688
2017/11/23 19:08,19577,6622
2017/11/23 19:09,65,26829
2017/11/23 19:10,48883,87350
2017/11/23 19:11,112363,147857
2017/11/23 19:12,68388,70427
2017/11/23 19:13,26912,22030
2017/11/23 19:14,42775,38096
2017/11/23 19:15,42768,60099
2017/11/23 19:16,47,3601
2017/11/23 19:17,73302,52781
2017/11/23 19:18,78177,100252
2017/11/23 19:19,29350,49481
2017/11/23 19:20,177052,124065
2017/11/23 19:21,3730,45371
2017/11/23 19:22,51334,133412
2017/11/23 19:23,67,74591
2017/11/23 19:24,92828,71747
2017/11/23 19:25,42771,27220
2017/11/23 19:26,53739,48354
2017/11/23 19:27,18375,55096
2017/11/23 19:28,84289,39250
2017/11/23 19:29,31776,30706
2017/11/23 19:30,11011,47882
2017/11/23 19:31,36667,49739
2017/11/23 19:32,35430,69488
2017/11/23 19:33,46403,66213
2017/11/23 19:34,106240,4437
2017/11/23 19:35,41,6851
2017/11/23 19:36,18371,22045
2017/11/23 19:37,34243,20703
2017/11/23 19:38,53734,26835
2017/11/23 19:39,69626,46608
2017/11/23 19:40,35448,69575
2017/11/23 19:41,68,35732
2017/11/23 19:42,95,25485
2017/11/23 19:43,64752,45379
2017/11/23 19:44,35447,35829
2017/11/23 19:45,25681,8804
2017/11/23 19:46,24,42956
2017/11/23 19:47,75732,123329
2017/11/23 19:48,47635,19936
2017/11/23 19:49,22011,5502
2017/11/23 19:50,58,6409
2017/11/23 19:51,11051,8246
2017/11/23 19:52,18376,7390
2017/11/23 19:53,53743,5859
2017/11/23 19:54,41553,122503
2017/11/23 19:55,24459,20125
2017/11/23 19:56,31752,12615
2017/11/23 19:57,23,11539
2017/11/23 19:58,14672,4863
2017/11/23 19:59,4909,104375
2017/11/23 20:00,10,1339
2017/11/23 20:01,52533,48608
2017/11/23 20:02,16,41426
2017/11/23 20:03,14,1720
2017/11/23 20:04,17119,18329
2017/11/23 20:05,92800,38863
2017/11/23 20:06,48,3951
2017/11/23 20:07,11042,19010
2017/11/23 20:08,9814,75656
2017/11/23 20:09,22008,37523
2017/11/23 20:10,100105,50469
2017/11/23 20:11,14669,26809
2017/11/23 20:12,12,2395
2017/11/23 20:13,36,3027
2017/11/23 20:14,21,2874
2017/11/23 20:15,47660,27174
2017/11/23 20:16,36,32851
2017/11/23 20:17,31,31479
2017/11/23 20:18,213651,41518
2017/11/23 20:19,22034,103242
2017/11/23 20:20,46,23278
2017/11/23 20:21,30,3845
2017/11/23 20:22,15901,18350
2017/11/23 20:23,73279,2995
2017/11/23 20:24,42729,83737
2017/11/23 20:25,29301,6653
2017/11/23 20:26,15,70878
2017/11/23 20:27,8,12121
2017/11/23 20:28,106208,5928
2017/11/23 20:29,14,22505
2017/11/23 20:30,36632,1567
2017/11/23 20:31,7354,31506
2017/11/23 20:32,21981,45628
2017/11/23 20:33,14665,15965
2017/11/23 20:34,39080,15756
2017/11/23 20:35,10997,37444
2017/11/23 20:36,15903,4017
2017/11/23 20:37,5,1886
2017/11/23 20:38,21984,20503
2017/11/23 20:39,2,739
2017/11/23 20:40,9,25
2017/11/23 20:41,6,714
2017/11/23 20:42,14651,15046
2017/11/23 20:43,2,785
2017/11/23 20:44,39,18529
2017/11/23 20:45,14,16349
2017/11/23 20:46,51274,1302
2017/11/23 20:47,14649,625
2017/11/23 20:48,14654,29963
2017/11/23 20:49,17,2175
2017/11/23 20:50,10992,866
2017/11/23 20:51,1,632
2017/11/23 20:52,12,955
2017/11/23 20:53,19538,39961
2017/11/23 20:54,41505,29395
2017/11/23 20:55,22,1635
2017/11/23 20:56,9771,40553
2017/11/23 20:57,7338,841
2017/11/23 20:58,20,2610
2017/11/23 20:59,31,2911
2017/11/23 21:00,6,2950
2017/11/23 21:01,41517,1249
2017/11/23 21:02,19,11142
2017/11/23 21:03,4892,19930
2017/11/23 21:04,4,603
2017/11/23 21:05,3,14921
2017/11/23 21:06,53718,16667
2017/11/23 21:07,18,2066
2017/11/23 21:08,7346,1391
2017/11/23 21:09,29299,41955
2017/11/23 21:10,3668,207
2017/11/23 21:11,25646,16412
2017/11/23 21:12,6,1261
2017/11/23 21:13,4886,22036
2017/11/23 21:14,25642,500
2017/11/23 21:15,18323,17898
2017/11/23 21:16,6,168
2017/11/23 21:17,0,0
2017/11/23 21:18,3,667
2017/11/23 21:19,6,381
2017/11/23 21:20,4,1018
2017/11/23 21:21,8,985
2017/11/23 21:22,3,52864
2017/11/23 21:23,7,27
2017/11/23 21:24,0,0
2017/11/23 21:25,18314,41281
2017/11/23 21:26,5,624
2017/11/23 21:27,5,514
2017/11/23 21:28,0,1005
2017/11/23 21:29,20,30248
2017/11/23 21:30,2,1528
2017/11/23 21:31,0,452
2017/11/23 21:32,1,14682
2017/11/23 21:33,0,0
2017/11/23 21:34,7,291
2017/11/23 21:35,6,25
2017/11/23 21:37,12,391
2017/11/23 21:38,0,1015
2017/11/23 21:39,0,29298
2017/11/23 21:40,6,424
2017/11/23 21:41,2,992
2017/11/23 21:42,5,467
2017/11/23 21:43,9,51
2017/11/23 21:44,11,367
2017/11/23 21:45,12,1147
2017/11/23 21:46,9774,144
2017/11/23 21:47,45170,13133
2017/11/23 21:48,0,93
2017/11/23 21:49,3,345
2017/11/23 21:51,2,1768
2017/11/23 21:52,0,467
2017/11/23 21:53,8,1028
2017/11/23 21:54,4,164
2017/11/23 21:56,4,769
2017/11/23 21:57,0,204
2017/11/23 21:58,0,172
2017/11/23 21:59,8,861
2017/11/23 22:00,1,277
2017/11/23 22:01,1,325
2017/11/23 22:02,3,23
2017/11/23 22:05,0,0
2017/11/23 22:06,7,1089
2017/11/23 22:07,1,11
2017/11/23 22:09,0,1635
2017/11/23 22:10,0,1508
2017/11/23 22:11,0,0
2017/11/23 22:22,1,17090
2017/11/23 22:28,0,0
2017/11/23 22:32,10,25
2017/11/23 22:41,0,0
2017/11/24 2:00,0,0
2017/11/24 3:00,0,0
2017/11/24 4:00,0,0
2017/11/24 7:07,0,0
2017/11/24 7:09,17090,1
2017/11/24 7:13,0,0
2017/11/24 7:15,0,18311
2017/11/24 7:16,0,9766
2017/11/24 7:22,0,0
2017/11/24 7:28,0,0
2017/11/24 7:30,0,0
2017/11/24 7:36,26855,4885
2017/11/24 7:37,1,21974
2017/11/24 7:39,26856,3662
2017/11/24 7:40,47608,7324
2017/11/24 7:41,0,2441
2017/11/24 7:42,14649,0
2017/11/24 7:44,8548,62257
2017/11/24 7:45,23194,1
2017/11/24 7:46,0,0
2017/11/24 7:47,61035,2442
2017/11/24 7:48,0,0
2017/11/24 7:50,0,18311
2017/11/24 7:52,90334,14649
2017/11/24 7:53,29297,21973
2017/11/24 7:59,14649,1
2017/11/24 8:02,18312,21973
2017/11/24 8:03,25635,7324
2017/11/24 8:06,29296,40284
2017/11/24 8:07,19532,14649
2017/11/24 8:08,1,29298
2017/11/24 8:09,111086,39066
2017/11/24 8:10,0,1
2017/11/24 8:12,14650,73247
2017/11/24 8:13,12207,7325
2017/11/24 8:14,0,25634
2017/11/24 8:15,0,15869
2017/11/24 8:16,17092,76907
2017/11/24 8:17,14648,0
2017/11/24 8:18,52492,43947
2017/11/24 8:19,21973,0
2017/11/24 8:20,40282,32960
2017/11/24 8:21,0,14649
2017/11/24 8:22,0,12208
2017/11/24 8:23,0,0
2017/11/24 8:24,32961,59816
2017/11/24 8:25,93997,3
2017/11/24 8:26,32962,51271
2017/11/24 8:27,25635,65918
2017/11/24 8:29,29296,61036
2017/11/24 8:30,50048,25635
2017/11/24 8:31,57376,125736
2017/11/24 8:32,19532,9767
2017/11/24 8:33,1,64698
2017/11/24 8:34,124515,141603
2017/11/24 8:35,65918,91558
2017/11/24 8:36,36623,42726
2017/11/24 8:37,102542,74470
2017/11/24 8:38,67142,69581
2017/11/24 8:39,69584,62257
2017/11/24 8:40,54933,119631
2017/11/24 8:41,14650,14648
2017/11/24 8:42,3662,0
2017/11/24 8:43,10987,58594
2017/11/24 8:44,136721,150152
2017/11/24 8:45,7325,25636
2017/11/24 8:46,37846,152591
2017/11/24 8:47,96436,36622
2017/11/24 8:48,73245,37844
2017/11/24 8:49,0,0
2017/11/24 8:50,29298,25636
2017/11/24 8:51,157471,92778
2017/11/24 8:52,202640,51272
2017/11/24 8:53,91553,124514
2017/11/24 8:54,142826,24417
2017/11/24 8:55,32959,14650
2017/11/24 8:56,69580,46393
2017/11/24 8:57,124512,98880
2017/11/24 8:58,179446,133061
2017/11/24 8:59,111087,40286
2017/11/24 9:00,273444,89796
2017/11/24 9:01,95222,77130
2017/11/24 9:02,104982,33153
2017/11/24 9:03,40305,20086
2017/11/24 9:04,95232,34312
2017/11/24 9:05,65942,69102
2017/11/24 9:06,113524,64712
2017/11/24 9:07,68369,40933
2017/11/24 9:08,14665,102989
2017/11/24 9:09,177012,50727
2017/11/24 9:10,12,15050
2017/11/24 9:11,12,210
2017/11/24 9:12,48843,67483
2017/11/24 9:13,102546,71879
2017/11/24 9:14,148940,75079
2017/11/24 9:15,64710,20227
2017/11/24 9:16,41519,27726
2017/11/24 9:17,69594,53978
2017/11/24 9:18,73256,97290
2017/11/24 9:19,103791,141427
2017/11/24 9:20,150159,48170
2017/11/24 9:21,113533,168562
2017/11/24 9:22,253914,139664
2017/11/24 9:23,122073,50618
2017/11/24 9:24,28080,125736
2017/11/24 9:25,75687,104985
2017/11/24 9:26,72024,81791
2017/11/24 9:27,62257,78129
2017/11/24 9:28,159914,162357
2017/11/24 9:29,57375,123295
2017/11/24 9:30,170900,17092
2017/11/24 9:31,114746,63479
2017/11/24 9:32,162356,95218
2017/11/24 9:33,62257,28078
2017/11/24 9:34,119631,89111
2017/11/24 9:35,106204,97659
2017/11/24 9:36,78126,40284
2017/11/24 9:37,42725,28080
2017/11/24 9:38,163577,142826
2017/11/24 9:39,46390,51271
2017/11/24 9:40,124514,73246
2017/11/24 9:41,109863,76908
2017/11/24 9:42,14648,40285
2017/11/24 9:43,72024,45171
2017/11/24 9:44,227059,140387
2017/11/24 9:45,63480,54934
2017/11/24 9:46,43948,83012
2017/11/24 9:47,112311,175784
2017/11/24 9:48,53715,163578
2017/11/24 9:49,84230,93998
2017/11/24 9:50,51270,74462
2017/11/24 9:51,185550,85456
2017/11/24 9:52,56154,129397
2017/11/24 9:53,25635,47609
2017/11/24 9:54,123294,100103
2017/11/24 9:55,140383,168459
2017/11/24 9:56,95216,109866
2017/11/24 9:57,137941,207527
2017/11/24 9:58,54932,79349
2017/11/24 9:59,30522,134282
2017/11/24 10:00,51348,38601
2017/11/24 10:01,62,8735
2017/11/24 10:02,45,7362
2017/11/24 10:03,91,6330
2017/11/24 10:04,89,11219
2017/11/24 10:05,106,11016
2017/11/24 10:06,77,7466
2017/11/24 10:07,110,11095
2017/11/24 10:08,69,8798
2017/11/24 10:09,65,6941
2017/11/24 10:10,89,9466
2017/11/24 10:11,57,8153
2017/11/24 10:12,87,15955
2017/11/24 10:13,89,12133
2017/11/24 10:14,56,3664
2017/11/24 10:15,80,10170
2017/11/24 10:16,128,13909
2017/11/24 10:17,64,11546
2017/11/24 10:18,157,16225
2017/11/24 10:19,108,13685
2017/11/24 10:20,71,9301
2017/11/24 10:21,45,8047
2017/11/24 10:22,18,3433
2017/11/24 10:23,31,2622
2017/11/24 10:24,26,2556
2017/11/24 10:25,29,2019
2017/11/24 10:26,14,1379
2017/11/24 10:27,13,1648
2017/11/24 10:28,22,2418
2017/11/24 10:29,5,892
2017/11/24 10:30,4,2782
2017/11/24 10:31,39,3276
2017/11/24 10:32,30,3069
2017/11/24 10:33,17,972
2017/11/24 10:34,11,382
2017/11/24 10:35,13,399
2017/11/24 10:36,12,3991
2017/11/24 10:37,13,2839
2017/11/24 10:38,41,3501
2017/11/24 10:39,57,2794
2017/11/24 10:40,26,4177
2017/11/24 10:41,17,2766
2017/11/24 10:42,11,1759
2017/11/24 10:43,1,1973
2017/11/24 10:44,3,329
2017/11/24 10:45,17,1106
2017/11/24 10:46,10,1421
2017/11/24 10:47,8,696
2017/11/24 10:48,12,1643
2017/11/24 10:49,23,2920
2017/11/24 10:50,4919,15548
2017/11/24 10:51,32993,4403
2017/11/24 10:52,63,16241
2017/11/24 10:53,57416,35765
2017/11/24 10:54,116023,45382
2017/11/24 10:55,64755,102437
2017/11/24 10:56,86718,105307
2017/11/24 10:57,101422,108694
2017/11/24 10:58,34246,68976
2017/11/24 10:59,67278,161227
2017/11/24 11:00,62349,22158
2017/11/24 11:01,116067,242812
2017/11/24 11:02,63661,211377
2017/11/24 11:03,80722,203617
2017/11/24 11:04,99072,156224
2017/11/24 11:05,327279,220424
2017/11/24 11:06,171079,127395
2017/11/24 11:07,99062,125781
2017/11/24 11:08,141765,215299
2017/11/24 11:09,207750,217163
2017/11/24 11:10,44126,123784
2017/11/24 11:11,162585,285707
2017/11/24 11:12,121097,192814
2017/11/24 11:13,171190,296981
2017/11/24 11:14,124780,171559
2017/11/24 11:15,179679,123741
2017/11/24 11:16,138136,128665
2017/11/24 11:17,85683,150033
2017/11/24 11:18,97859,152799
2017/11/24 11:19,169871,147442
2017/11/24 11:20,44099,133903
2017/11/24 11:21,121080,182820
2017/11/24 11:22,200367,122167
2017/11/24 11:23,162559,187814
2017/11/24 11:24,321242,228763
2017/11/24 11:25,190601,138171
2017/11/24 11:26,17255,111389
2017/11/24 11:27,157709,149034
2017/11/24 11:28,254162,170497
2017/11/24 11:29,166220,185773
2017/11/24 11:30,102771,125367
2017/11/24 11:31,85691,236157
2017/11/24 11:32,244401,207101
2017/11/24 11:33,144210,285383
2017/11/24 11:34,160118,231439
2017/11/24 11:35,92953,193975
2017/11/24 11:36,284664,282071
2017/11/24 11:37,52716,190249
2017/11/24 11:38,182080,166791
2017/11/24 11:39,147938,165325
2017/11/24 11:40,106472,77650
2017/11/24 11:41,129591,164659
2017/11/24 11:42,218736,177663
2017/11/24 11:43,122238,169582
2017/11/24 11:44,147961,205400
2017/11/24 11:45,276093,210966
2017/11/24 11:46,129620,177429
2017/11/24 11:47,60065,157609
2017/11/24 11:48,96655,147819
2017/11/24 11:49,163816,270956
2017/11/24 11:50,135753,113579
2017/11/24 11:51,123507,174637
2017/11/24 11:52,194262,224416
2017/11/24 11:53,189421,320732
2017/11/24 11:54,161372,249438
2017/11/24 11:55,289528,220832
2017/11/24 11:56,195527,212656
2017/11/24 11:57,63696,71338
2017/11/24 11:58,201624,145092
2017/11/24 11:59,190660,160421
2017/11/24 12:00,204101,72727
2017/11/24 12:01,101593,204348
2017/11/24 12:02,111253,224670
2017/11/24 12:03,123536,146117
2017/11/24 12:04,139307,192136
2017/11/24 12:05,180830,130097
2017/11/24 12:06,12361,88774
2017/11/24 12:07,48978,232177
2017/11/24 12:08,129594,132925
2017/11/24 12:09,175964,323996
2017/11/24 12:10,155237,174732
2017/11/24 12:11,108896,186098
2017/11/24 12:12,188143,139298
2017/11/24 12:13,218695,110947
2017/11/24 12:14,72182,107001
2017/11/24 12:15,47797,53817
2017/11/24 12:16,180829,150010
2017/11/24 12:17,112500,132019
2017/11/24 12:18,163798,105032
2017/11/24 12:19,88168,105883
2017/11/24 12:20,162609,92768
2017/11/24 12:21,213819,120977
2017/11/24 12:22,118641,219457
2017/11/24 12:23,252919,258691
2017/11/24 12:24,185752,106868
2017/11/24 12:25,77122,207981
2017/11/24 12:26,121076,303881
2017/11/24 12:27,173590,132458
2017/11/24 12:28,186982,250674
2017/11/24 12:29,113741,139151
2017/11/24 12:30,156,48465
2017/11/24 12:31,132,17344
2017/11/24 12:32,153,16535
2017/11/24 12:33,188,18488
2017/11/24 12:34,108,14335
2017/11/24 12:35,101,13636
2017/11/24 12:36,124,17834
2017/11/24 12:37,151,18661
2017/11/24 12:38,105,11326
2017/11/24 12:39,110,13064
2017/11/24 12:40,171,14687
2017/11/24 12:41,115,15981
2017/11/24 12:42,116,17843
2017/11/24 12:43,122,16741
2017/11/24 12:44,73409,23420
2017/11/24 12:45,185,18649
2017/11/24 12:46,106,13318
2017/11/24 12:47,154,21931
2017/11/24 12:48,171,17652
2017/11/24 12:49,163,18952
2017/11/24 12:50,73,10641
2017/11/24 12:51,50,8148
2017/11/24 12:52,35,4774
2017/11/24 12:53,35,3749
2017/11/24 12:54,22,4371
2017/11/24 12:55,35,1962
2017/11/24 12:56,30,3458
2017/11/24 12:57,72,6012
2017/11/24 12:58,36,5121
2017/11/24 12:59,54,7175
2017/11/24 13:00,82,6499
2017/11/24 13:01,49,12158
2017/11/24 13:02,84,7825
2017/11/24 13:03,77,6975
2017/11/24 13:04,92,8654
2017/11/24 13:05,70,10020
2017/11/24 13:06,108,9992
2017/11/24 13:07,81,11618
2017/11/24 13:08,92,15490
2017/11/24 13:09,189,15153
2017/11/24 13:10,80,11968
2017/11/24 13:11,109,15169
2017/11/24 13:12,158,15043
2017/11/24 13:13,136,19211
2017/11/24 13:14,121,8959
2017/11/24 13:15,112,18319
2017/11/24 13:16,96,15675
2017/11/24 13:17,94,10982
2017/11/24 13:18,132,17388
2017/11/24 13:19,120,14681
2017/11/24 13:20,104,14321
2017/11/24 13:21,112,14510
2017/11/24 13:22,143,18505
2017/11/24 13:23,78,7760
2017/11/24 13:24,68,11539
2017/11/24 13:25,92,11322
2017/11/24 13:26,71,4650
2017/11/24 13:27,46,6890
2017/11/24 13:28,99,7682
2017/11/24 13:29,82,8712
2017/11/24 13:30,59,5267
2017/11/24 13:31,34,5627
2017/11/24 13:32,19560,17063
2017/11/24 13:33,20,2876
2017/11/24 13:34,8,26391
2017/11/24 13:35,29312,47366
2017/11/24 13:36,39084,1042
2017/11/24 13:37,86709,23737
2017/11/24 13:38,11,1206
2017/11/24 13:39,4920,24766
2017/11/24 13:40,43,3528
2017/11/24 13:41,37868,1359
2017/11/24 13:42,84255,167151
2017/11/24 13:43,75721,4668
2017/11/24 13:44,34212,76353
2017/11/24 13:45,7366,51561
2017/11/24 13:46,120902,178019
2017/11/24 13:47,98945,26554
2017/11/24 13:48,69659,61776
2017/11/24 13:49,74536,58644
2017/11/24 13:50,68,117533
2017/11/24 13:51,14738,16799
2017/11/24 13:52,67,33240
2017/11/24 13:53,7446,36206
2017/11/24 13:54,77,20221
2017/11/24 13:55,30625,30205
2017/11/24 13:56,52605,128038
2017/11/24 13:57,61151,54463
2017/11/24 13:58,107534,86488
2017/11/24 13:59,5015,42749
2017/11/24 14:00,57552,55993
2017/11/24 14:01,174730,202833
2017/11/24 14:02,27006,88996
2017/11/24 14:03,94141,145720
2017/11/24 14:04,100216,89796
2017/11/24 14:05,74630,85165
2017/11/24 14:06,123463,109263
2017/11/24 14:07,44125,100887
2017/11/24 14:08,160085,58405
2017/11/24 14:09,28276,102102
2017/11/24 14:10,57529,157259
2017/11/24 14:11,59927,79577
2017/11/24 14:12,213,64700
2017/11/24 14:13,130799,120767
2017/11/24 14:14,75888,67224
2017/11/24 14:15,57580,72981
2017/11/24 14:16,75840,77490
2017/11/24 14:17,44103,81343
2017/11/24 14:18,17188,40761
2017/11/24 14:19,7445,47599
2017/11/24 14:20,84392,55740
2017/11/24 14:21,98996,54146
2017/11/24 14:22,35504,124503
2017/11/24 14:23,44036,131270
2017/11/24 14:24,109951,112173
2017/11/24 14:25,129524,74234
2017/11/24 14:26,40395,99394
2017/11/24 14:27,14790,36579
2017/11/24 14:28,77050,141386
2017/11/24 14:29,127128,80069
2017/11/24 14:30,46501,75755
2017/11/24 14:31,81898,94877
2017/11/24 14:32,52554,163955
2017/11/24 14:33,164963,184216
2017/11/24 14:34,75801,90130
2017/11/24 14:35,24516,95270
2017/11/24 14:36,90411,69126
2017/11/24 14:37,92938,55510
2017/11/24 14:38,29410,50895
2017/11/24 14:39,122175,79133
2017/11/24 14:40,41621,88978
2017/11/24 14:41,117340,126933
2017/11/24 14:42,85562,92700
2017/11/24 14:43,74599,131539
2017/11/24 14:44,66033,94450
2017/11/24 14:45,177132,217167
2017/11/24 14:46,46493,56865
2017/11/24 14:47,26939,28986
2017/11/24 14:48,151488,127472
2017/11/24 14:49,111197,101933
2017/11/24 14:50,112445,105606
2017/11/24 14:51,158819,104845
2017/11/24 14:52,61138,83766
2017/11/24 14:53,59916,31773
2017/11/24 14:54,19634,40167
2017/11/24 14:55,84377,71046
2017/11/24 14:56,94138,97636
2017/11/24 14:57,112454,45224
2017/11/24 14:58,45331,126368
2017/11/24 14:59,106347,82390
2017/11/24 15:00,68492,199291
2017/11/24 15:01,94058,167803
2017/11/24 15:02,127,19805
2017/11/24 15:03,113628,111283
2017/11/24 15:04,112409,121700
2017/11/24 15:05,62349,49772
2017/11/24 15:06,58733,73075
2017/11/24 15:07,185705,173408
2017/11/24 15:08,80716,91840
2017/11/24 15:09,94126,62823
2017/11/24 15:10,199094,104627
2017/11/24 15:11,70969,43881
2017/11/24 15:12,84385,44501
2017/11/24 15:13,81967,62127
2017/11/24 15:14,108765,118877
2017/11/24 15:15,86798,72653
2017/11/24 15:16,122181,162206
2017/11/24 15:17,46473,83084
2017/11/24 15:18,114884,176888
2017/11/24 15:19,96567,108016
2017/11/24 15:20,22137,145934
2017/11/24 15:21,99032,79134
2017/11/24 15:22,97,30177
2017/11/24 15:23,67297,118955
2017/11/24 15:24,67209,51246
2017/11/24 15:25,168576,223424
2017/11/24 15:26,94101,74270
2017/11/24 15:27,24500,117176
2017/11/24 15:28,88006,22058
2017/11/24 15:29,108726,45685
2017/11/24 15:30,70922,75244
2017/11/24 15:31,122219,121535
2017/11/24 15:32,59926,87099
2017/11/24 15:33,113650,98928
2017/11/24 15:34,58685,50416
2017/11/24 15:35,122156,165109
2017/11/24 15:36,52608,99830
2017/11/24 15:37,33104,72111
2017/11/24 15:38,108754,262406
2017/11/24 15:39,47683,42072
2017/11/24 15:40,46465,45585
2017/11/24 15:41,101417,98522
2017/11/24 15:42,14738,41960
2017/11/24 15:43,69724,87915
2017/11/24 15:44,144134,34446
2017/11/24 15:45,6206,45448
2017/11/24 15:46,36754,153849
2017/11/24 15:47,172217,115332
2017/11/24 15:48,118475,63015
2017/11/24 15:49,56219,82263
2017/11/24 15:50,44033,31104
2017/11/24 15:51,62337,130961
2017/11/24 15:52,103899,137180
2017/11/24 15:53,19664,177006
2017/11/24 15:54,136851,81830
2017/11/24 15:55,35551,108568
2017/11/24 15:56,62357,68900
2017/11/24 15:57,80681,93138
2017/11/24 15:58,38020,63661
2017/11/24 15:59,73368,136587
2017/11/24 16:00,150364,86741
2017/11/24 16:01,37947,49882
2017/11/24 16:02,113697,105697
2017/11/24 16:03,53878,107374
2017/11/24 16:04,114854,138469
2017/11/24 16:05,22163,69910
2017/11/24 16:06,142954,140088
2017/11/24 16:07,25765,88244
2017/11/24 16:08,119747,153751
2017/11/24 16:09,34292,118260
2017/11/24 16:10,55009,168397
2017/11/24 16:11,127093,190775
2017/11/24 16:12,66016,186297
2017/11/24 16:13,108718,53500
2017/11/24 16:14,95335,111877
2017/11/24 16:15,114824,135251
2017/11/24 16:16,90458,150605
2017/11/24 16:17,141742,73517
2017/11/24 16:18,15974,19504
2017/11/24 16:19,12293,10664
2017/11/24 16:20,3789,40991
2017/11/24 16:21,68453,168168
2017/11/24 16:22,294328,151280
2017/11/24 16:23,136814,206098
2017/11/24 16:24,51377,60925
2017/11/24 16:25,86812,99783
2017/11/24 16:26,125824,144383
2017/11/24 16:27,41678,75146
2017/11/24 16:28,67293,69565
2017/11/24 16:29,109957,71763
2017/11/24 16:30,41597,65305
2017/11/24 16:31,103921,101794
2017/11/24 16:32,149059,147951
2017/11/24 16:33,63576,50446
2017/11/24 16:34,53823,69536
2017/11/24 16:35,40355,39421
2017/11/24 16:36,113613,59542
2017/11/24 16:37,96526,154105
2017/11/24 16:38,113624,190251
2017/11/24 16:39,50171,44262
2017/11/24 16:40,130676,11949
2017/11/24 16:41,4949,46655
2017/11/24 16:42,44057,125660
2017/11/24 16:43,80640,57192
2017/11/24 16:44,200265,126720
2017/11/24 16:45,153934,250951
2017/11/24 16:46,155200,131940
2017/11/24 16:47,69713,104293
2017/11/24 16:48,138037,145385
2017/11/24 16:49,56293,101798
2017/11/24 16:50,53857,115077
2017/11/24 16:51,19657,27770
2017/11/24 16:52,124595,84177
2017/11/24 16:53,62336,67419
2017/11/24 16:54,66000,67645
2017/11/24 16:55,67228,51068
2017/11/24 16:56,47684,37016
2017/11/24 16:57,46484,29481
2017/11/24 16:58,123369,51449
2017/11/24 16:59,51350,87601
2017/11/24 17:00,100165,138163
2017/11/24 17:01,11057,73259
2017/11/24 17:02,102614,66998
2017/11/24 17:03,102638,59187
2017/11/24 17:04,95332,120579
2017/11/24 17:05,41659,58848
2017/11/24 17:06,29360,96982
2017/11/24 17:07,64800,36693
2017/11/24 17:08,89,94994
2017/11/24 17:09,55021,72779
2017/11/24 17:10,3744,125633
2017/11/24 17:11,164884,128865
2017/11/24 17:12,152706,135741
2017/11/24 17:13,57468,126388
2017/11/24 17:14,147785,111527
2017/11/24 17:15,86757,154004
2017/11/24 17:16,49009,63935
2017/11/24 17:17,88017,145907
2017/11/24 17:18,47741,76697
2017/11/24 17:19,31850,130780
2017/11/24 17:20,107551,104272
2017/11/24 17:21,106280,77344
2017/11/24 17:22,101426,91428
2017/11/24 17:23,100202,39921
2017/11/24 17:24,66050,71912
2017/11/24 17:25,112411,44126
2017/11/24 17:26,91720,89127
2017/11/24 17:27,112437,110544
2017/11/24 17:28,136859,91874
2017/11/24 17:29,168545,137389
2017/11/24 17:30,25772,89838
2017/11/24 17:31,232078,205990
